{
debugQuery: { },
pageNumbers: 76,
catentdesc: "现代XPB85-2188S/8.5KG双桶筒缸大容量家用小型迷你洗衣机带甩干",
catentryId: "",
countOfarticle: "9",
partnumber: "10534304333",
price: "499.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "100.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"499.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"576154049289409348","short_brand_Id_1":"13880844927447160761","isKAcomoodity":"1","totalCount":"0.000000","countOfarticle":"9","praiseRate":"100.000000","goodsQualityScore":"0.000000","shopQualityScore":"0.000000","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"9","categoryId":"244006","goodQualityScore":"0.000000","totalScore":"3980.988770","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"9","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.323007","goodQualityScore":"0.000000","shopQualityScore":"0.000000","goodAppQualityScore":"0.000000","goodConQualityScore":"0.850000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10534304333":{"url":"/uimg1/b2c/image/5SQ3K6rBnc8BdAXwqDX7vw==.jpg"}}",
mdmGroupId: "R0401001",
auxdescription: "蓝光抑菌 洗脱两用",
ZYLY: "0",
attrShow: [
{
attrAppValue: "8-8.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "8-8.9kg",
attrValueId: "1199982",
sort: "39.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://gaoji.suning.com",
paramValue: "XPB85-2188S",
goodType: "Z001",
commentShow: "9"
},
saleStatus: 0
},
{
partnumberVendorId: "10523213624_0070204644",
vendorId: "0070204644",
vendorName: "远瑾电器专营店",
inventory: "0",
auxdescription: "可联系客服引导操作领取噢~",
brandId: "000022029",
brandName: "小天鹅(Little Swan)",
catentdesc: "十年电机保修金卡",
catentryId: "",
countOfarticle: "0",
partnumber: "10523213624",
price: "500.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "0.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"500.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"4788719798407831384","short_brand_Id_1":"665232009799893068","isKAcomoodity":"1","totalCount":"0.000000","countOfarticle":"0","praiseRate":"0.000000","goodsQualityScore":"0.000000","shopQualityScore":"0.000000","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"0","categoryId":"244006","goodQualityScore":"0.000000","totalScore":"3980.952393","fwqScore":"0.125619","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"0","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.000000","goodQualityScore":"0.000000","shopQualityScore":"0.000000","goodAppQualityScore":"0.000000","goodConQualityScore":"0.720000","zeroArticleDownScore":"1.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"0.500000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10523213624":{"url":"/uimg1/b2c/image/e7e9z3QPVmAOkM0ssKPEtA==.jpg"}}",
mdmGroupId: "R0401003",
picVersion: "2003",
auxdescription: "可联系客服引导操作领取噢~",
ZYLY: "0",
attrShow: [
{
attrAppValue: "4kg及以下",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "4kg及以下",
attrValueId: "1199987",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "上排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "上排水",
attrValueId: "141127",
sort: "25.0"
}
],
specificUrl: "http://yuanjin.suning.com",
paramValue: "电子保修金卡",
goodType: "Z001",
commentShow: "0"
},
saleStatus: 0
},
{
partnumberVendorId: "10107721362_0070149122",
vendorId: "0070149122",
vendorName: "澳柯玛电器官方旗舰店",
inventory: "0",
auxdescription: "【新品上市 】大容量 防缠绕不伤衣 大品牌 实力见证",
brandId: "000020280",
brandName: "澳柯玛(AUCMA)",
catentdesc: "澳柯玛 XPB78-8958S 双桶洗衣机 7.8公斤大容量双缸半自动洗衣机 单洗单脱",
catentryId: "",
countOfarticle: "1958",
partnumber: "10107721362",
price: "509.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "99.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"509.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"14915144944746937946","short_brand_Id_1":"13437729011210147851","isKAcomoodity":"1","totalCount":"51.000000","countOfarticle":"1958","praiseRate":"99.000000","goodsQualityScore":"0.003432","shopQualityScore":"0.759580","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"1958","categoryId":"244006","goodQualityScore":"0.006660","totalScore":"3980.626221","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"1958","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.622058","goodQualityScore":"0.006660","shopQualityScore":"0.759580","goodAppQualityScore":"0.000096","goodConQualityScore":"0.890000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
mdmGroupId: "R0401001",
picVersion: "2001",
auxdescription: "【新品上市 】大容量 防缠绕不伤衣 大品牌 实力见证",
ZYLY: "0",
activationFlag: "1",
appAttrTitle: [
"大容量",
"洗脱两用",
"省心省电"
],
attrShow: [
{
attrAppValue: "7-7.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "7-7.9kg",
attrValueId: "1199977",
sort: "39.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://aucmamini.suning.com",
paramValue: "XPB78-8958S",
goodType: "Z001",
commentShow: "1900+"
},
saleStatus: 0
},
{
partnumberVendorId: "10575401689_0000000000",
vendorId: "0000000000",
vendorName: "苏宁自营",
inventory: "0",
auxdescription: "双缸半自动 洗脱两用 操作简单",
brandId: "000020280",
brandName: "澳柯玛(AUCMA)",
catentdesc: "澳柯玛洗衣机XPB40-5016S",
catentryId: "",
countOfarticle: "2",
partnumber: "10575401689",
price: "517.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "100.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"517.000000","mainCommodityId_1":"0","vendorType_1":"14973660089898329583","vendor_Id_1":"17417399685840051433","short_brand_Id_1":"13437729011210147851","isKAcomoodity":"1","totalCount":"0.000000","countOfarticle":"2","praiseRate":"100.000000","goodsQualityScore":"0.000070","shopQualityScore":"1.000000","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"2","categoryId":"244006","goodQualityScore":"0.000040","totalScore":"3980.336670","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"2","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.130824","goodQualityScore":"0.000040","shopQualityScore":"1.000000","goodAppQualityScore":"0.000000","goodConQualityScore":"0.895000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10575401689":{"url":"/uimg1/b2c/image/_stOJzuoXB59lTrQzqqyLA==.jpg"}}",
mdmGroupId: "R0401001",
picVersion: "2009",
auxdescription: "双缸半自动 洗脱两用 操作简单",
LLPG: "1",
attrShow: [
{
attrAppValue: "4kg及以下,4-5.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "4kg及以下,4-5.9kg",
sort: "39.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
paramValue: "XPB40-5016S",
goodType: "Z001",
commentShow: "2",
lpgId: "4ca17d08bd3a4afe"
},
saleStatus: 0
},
{
partnumberVendorId: "10574932326_0070182598",
vendorId: "0070182598",
vendorName: "樱花家电专营店",
inventory: "0",
auxdescription: "十大模式，静音洗涤，快速洗涤，深层洁净污渍！",
brandId: "000022222",
brandName: "樱花(SAKURA)",
catentdesc: "樱花（SAKURA） 4.5公斤小型全自动洗衣机宿舍家用波轮 婴儿迷你洗衣机 XQB45-168",
catentryId: "",
countOfarticle: "0",
partnumber: "10574932326",
price: "518.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "0.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"518.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"6575822775619687688","short_brand_Id_1":"10613668584262585256","isKAcomoodity":"1","totalCount":"32.000000","countOfarticle":"0","praiseRate":"0.000000","goodsQualityScore":"0.001400","shopQualityScore":"0.000000","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"0","categoryId":"244006","goodQualityScore":"0.001020","totalScore":"3980.300537","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"0","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.000000","goodQualityScore":"0.001020","shopQualityScore":"0.000000","goodAppQualityScore":"0.001950","goodConQualityScore":"0.840000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"1.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.000000","gendarScore":"0.000000","preciseArea":"0"}",
extenalFileds: {
subInfos: "{"10574932326":{"url":"/uimg1/b2c/image/BIqKCtUgw4Pj8YUpYDtvjg==.jpg"}}",
mdmGroupId: "R0401002",
picVersion: "2002",
auxdescription: "十大模式，静音洗涤，快速洗涤，深层洁净污渍！",
ZYLY: "0",
attrShow: [
{
attrAppValue: "4-5.9kg",
attrId: "solr_101661_attrId",
attrName: "容量",
attrValue: "4-5.9kg",
attrValueId: "1199976",
sort: "39.0"
},
{
attrAppValue: "非变频",
attrId: "solr_54440_attrId",
attrName: "变频",
attrValue: "非变频",
attrValueId: "795658",
sort: "30.0"
},
{
attrAppValue: "下排水",
attrId: "solr_54796_attrId",
attrName: "排水方式",
attrValue: "下排水",
attrValueId: "138701",
sort: "25.0"
}
],
specificUrl: "http://yinghua.suning.com",
paramValue: "XQB45-168",
goodType: "Z001",
commentShow: "0"
},
saleStatus: 0
},
{
partnumberVendorId: "657703956_0070078274",
vendorId: "0070078274",
vendorName: "欧品电器旗舰店",
inventory: "0",
auxdescription: "小巧轻松放，10大程序，一键洗涤",
brandId: "000020T97",
brandName: "欧品(OPING)",
catentdesc: "欧品（Oping） XQB48-1588C 4.8公斤 洗衣机全自动 迷你洗衣机 普通款",
catentryId: "",
countOfarticle: "12487",
partnumber: "657703956",
price: "518.0",
threeGroupId: "244006",
threeGroupName: "洗衣机",
contractInfos: "",
praiseRate: "98.000000",
suningSale: false,
areaNo: "0",
scoreJsonStr: "{"_DY_price":"518.000000","mainCommodityId_1":"0","vendorType_1":"14180219187711517570","vendor_Id_1":"2484550498135221281","short_brand_Id_1":"14931630706082115678","isKAcomoodity":"1","totalCount":"111.000000","countOfarticle":"12487","praiseRate":"98.000000","goodsQualityScore":"0.004040","shopQualityScore":"0.788640","sortArea":"0","saleStatus":"1","productType":"0","articleCount":"12487","categoryId":"244006","goodQualityScore":"0.003090","totalScore":"3980.300537","fwqScore":"0.301187","bqScore":"0.992600","idsWeight":"0.000000","userTag":"0.000000","attrScore":"0.000000","rankLevel":"1","sortArea":"0","issScore":"1","productType":"0","articleCount":"12487","categoryId":"244006","qHit":"1","cqHas":"1","cqHit":"1","idsHit":"0","accurateQuery":"0","accurateQueryHit":"0","humanScore":"0.000000","preciseScore":"0.000000","feedbackScore":"0.000000","articleCountScore":"0.671941","goodQualityScore":"0.003090","shopQualityScore":"0.788640","goodAppQualityScore":"0.005770","goodConQualityScore":"0.842000","zeroArticleDownScore":"0.000000","blackDownScore":"0.000000","keywordDownScore":"0.000000","shopDownScore":"0.000000","mbdBaseScore":"0.000000","mbdWeightScore":"0.000000","promotion_baseScore":"0.000000","promotion_weightScore":"0.000000","big_promotion_baseScore":"0.000000","big_promotion_weightScore":"0.000000","good_baseScore":"0.000000","good_weightScore":"0.000000","price_baseScore":"0.000000","price_weightScore":"0.000000","shop_baseScore":"0.000000","shop_weightScore":"0.000000","category_baseScore":"0.000000","category_weightScore":"0.000000","brand_baseScore":"0.000000","brand_weightScore":"0.000000","cc_baseScore":"0.000000","cc_weightScore":"0.000000","swl_baseScore":"0.000000","swl_weightScore":"0.000000","jcqk":"1.000000","jcjq":"1.000000","jch":"1.000000","jcm":"1.000000","jcl":"1.000000","rrh":"1.000000","rrm":"1.000000","rrl":"1.000000","snss":"0.300000","fp":"1.000000","sncp":"0.000000","catalogScore":"0.000000","provinceSalesScore":"0.000000","monthSalesScore":"0.086455","gendarScore":"0.000000","preciseArea":"0"}",
